gene_id,Embryo0-2h,Embryo2-4h,Embryo4-6h,Embryo6-8h,Embryo8-10h,Embryo10-12h,Embryo12-14h,Embryo14-16h,Embryo16-18h,Embryo18-20h,Embryo20-22h,Embryo22-24h,L1,L2,L3+12h,L3PS1-2,L3PS3-6,L3PS7-9,Prepupae,Prepupae+12h,Prepupae+24h,Prepupae+2d,Prepupae+3d,Prepupae+4d,Male+1d,Male+5d,Male+30d,Female+1d,Female+5d,Female+30d
FBgn0015239,47.4988,6.2204,3.87207,21.4892,40.3204,52.3352,49.0113,32.8285,30.7683,37.7931,27.8142,26.7811,24.427,21.5121,22.5553,28.6801,45.6639,56.8442,50.3477,49.1926,60.8536,41.7146,25.2442,22.909000000000002,20.6799,21.9023,23.1937,29.0856,36.9137,38.3671
FBgn0053214,64.345,56.1799,40.5243,46.3315,44.5256,38.0067,35.5096,29.0605,20.0387,15.4638,13.9077,14.3072,26.146,29.694000000000003,25.4702,26.7578,32.9542,30.256999999999998,31.2216,28.0453,43.2305,23.8739,19.4526,17.6486,23.8255,26.491999999999997,27.5776,39.6446,47.8704,46.8403
FBgn0037092,3.66355,7.06623,8.93855,26.2144,47.6833,79.6658,91.9999,51.1992,45.4309,30.8002,24.4791,33.5265,16.9488,15.1908,9.20312,13.0693,21.3251,50.7474,51.2154,40.1169,51.1019,51.2567,34.4451,15.9081,11.0235,7.67679,7.57371,7.8087100000000005,5.88048,6.303719999999999
FBgn0026371,15.8829,20.2257,32.1058,31.706999999999997,21.0634,8.88011,8.93193,2.50388,2.7989599999999997,1.31034,2.79082,3.28894,0.892806,1.20822,1.16265,3.60791,5.70697,9.365210000000001,8.6889,10.5234,12.3989,8.975810000000001,6.35457,3.24023,6.78112,9.042810000000001,7.73055,2.74427,8.973239999999999,8.819939999999999
FBgn0037093,68.9437,74.9312,47.4883,45.1214,43.9696,34.6895,36.1964,29.9523,26.2868,17.654,35.6347,31.1479,17.8541,16.1365,13.4742,11.3374,17.0562,18.8807,19.0702,18.3969,24.0819,17.9493,13.581,16.2749,15.5093,19.0624,18.8427,20.9844,35.3577,38.8321
FBgn0037094,85.7208,145.499,168.929,161.031,137.94299999999998,123.557,134.506,168.794,106.57,74.3482,61.8334,54.0836,20.2317,22.3055,21.4771,47.107,93.0909,137.438,173.518,168.86900000000003,110.199,109.23899999999999,50.7101,65.1564,59.14,44.4538,44.6906,80.6932,59.045,63.9435
FBgn0052442,18.45,21.3509,20.2816,13.5346,13.6404,13.0536,15.9614,6.75996,7.93728,4.696280000000001,5.6700099999999996,9.34121,3.52704,5.69768,4.78897,6.8047,7.65585,11.6782,12.4118,10.3554,10.4689,10.5669,8.0037,5.28265,7.70137,7.687239999999999,5.83462,5.97936,13.0995,12.3956
FBgn0029152,72.9034,85.9837,39.3075,39.9407,47.7358,37.5529,36.501999999999995,25.2616,25.8302,16.0302,33.7798,34.5518,9.2566,8.16255,6.77755,9.93,19.2863,25.3903,27.4303,28.4756,30.1773,25.0695,22.0672,17.5543,24.8928,28.9137,26.4066,22.8321,51.1167,45.1145
FBgn0015283,253.94,62.0868,101.49600000000001,122.785,101.184,98.6693,81.6398,77.8295,60.5263,52.6189,49.27,46.3887,72.8312,132.689,84.0424,133.497,256.759,393.098,479.499,188.127,191.856,136.394,112.51100000000001,171.167,147.875,136.64,145.547,163.03799999999998,180.53400000000002,180.003
FBgn0028663,137.526,65.321,66.622,70.527,101.346,117.39,118.76700000000001,102.256,174.28599999999997,210.024,311.45,347.255,402.735,335.716,293.72900000000004,306.677,209.378,223.74400000000003,144.56,154.885,81.3098,95.8937,107.917,210.97299999999998,174.94,148.597,163.187,182.446,180.75,185.255
