gene_id	Embryo0-2h	Embryo2-4h	Embryo4-6h	Embryo6-8h	Embryo8-10h	Embryo10-12h	Embryo12-14h	Embryo14-16h	Embryo16-18h	Embryo18-20h	Embryo20-22h	Embryo22-24h	L1	L2	L3+12h	L3PS1-2	L3PS3-6	L3PS7-9	Prepupae	Prepupae+12h	Prepupae+24h	Prepupae+2d	Prepupae+3d	Prepupae+4d	Male+1d	Male+5d	Male+30d	Female+1d	Female+5d	Female+30d
FBgn0031208	0.0958033	0.718974	1.0725	0.647684	0.381323	0.19218	0.538157	0.495993	0.642496	0.431127	0.112168	0.20806	0.206073	0.175318	0.168106	1.70754	3.79982	5.19242	4.49271	6.91041	10.7934	12.7517	10.8446	7.20562	13.6948	17.2416	16.9229	0.117726	0.0755164	0.147601
FBgn0002121	63.0636	100.153	127.647	88.2904	78.5995	37.1784	99.2423	63.9712	107.779	62.2623	38.8722	52.1241	15.572	27.3588	20.7324	21.8557	30.6638	30.7878	31.9132	25.678	33.6545	21.7474	18.0552	9.01892	12.3897	11.4216	10.2258	21.6035	55.2952	45.5084
FBgn0031209	0.435707	0.35312	0.199833	0.15603	0.262727	0.377068	0.612841	0.742403	1.31234	1.16276	0.608997	1.21761	0.399798	0.721666	0.634335	0.819771	1.27354	1.58236	1.28849	1.06177	1.04008	1.38594	1.79264	0.63035	1.25344	1.21259	0.811926	0.332351	0.384773	0.584678
FBgn0051973	0.272395	1.19928	2.51211	2.65792	2.6982	2.51223	9.2587	24.4603	56.4575	48.1116	17.5166	22.5138	7.34327	16.2088	19.7037	3.22886	4.89686	3.76479	1.88309	125.927	16.1307	58.3119	137.723	29.7552	24.6083	6.60197	5.99037	13.2809	1.73777	1.53241
FBgn0067779	20.5255	16.8658	19.3642	14.0363	15.6306	11.6967	24.2847	12.6609	15.1685	10.363	16.2056	19.3185	3.92296	6.5684	4.43481	6.26696	11.127	15.0827	14.5112	14.85	19.9867	21.7589	9.45049	6.2655	6.94886	7.41074	5.96591	6.15844	17.064	15.7439
FBgn0031213	36.0389	8.03877	2.70138	1.81531	3.63011	5.43861	18.6277	21.6837	40.5175	33.5209	31.1619	48.7409	23.023	21.9697	25.3523	41.2411	50.5218	60.6357	36.9202	37.3236	34.9082	40.8107	52.3292	27.5451	33.5201	28.2236	26.9637	26.8798	45.0123	40.9965
FBgn0031214	0	0	0.0803851	0.0409864	0.0665685	0.127691	0.364511	0.292506	0.926782	0.628125	0.438132	0.970743	0.463214	0.284754	0.254489	0.530016	0.928108	1.18167	0.918969	0.988384	1.42176	1.59024	1.26363	0.381238	1.4237	1.31207	1.44277	0.206364	0.211737	0.111643
FBgn0002931	0.511228	13.0116	18.6097	1.23149	2.59903	5.30722	5.16613	2.1513	1.76556	1.86479	1.87944	2.52514	1.28452	0.742385	0.939755	3.24046	5.21709	4.47377	2.95321	3.75948	4.51651	6.22901	5.97637	2.40652	3.79459	4.50558	3.64904	1.4804	0.727391	0.86829
FBgn0031216	11.7547	21.3233	34.501	23.4546	27.3334	13.2173	35.9716	10.0986	12.1103	7.03328	11.0942	14.7652	4.47215	4.51063	4.09472	4.84708	9.64796	16.9369	19.3516	19.88	21.945	14.42	7.76717	2.46276	5.03186	4.60307	3.7486	4.14624	11.0451	8.93559
FBgn0031217	52.7131	12.804	38.6204	34.0144	34.9734	31.3516	25.8511	25.2423	22.3181	13.2136	6.70924	6.6115	20.238	41.9505	23.1475	15.4491	19.0375	23.6299	24.3381	20.2337	25.0197	18.0966	9.5696	8.86199	18.9029	20.668	26.7999	31.9494	45.8173	43.58
FBgn0026787	23.3314	6.96463	11.6637	13.2951	12.0594	11.6056	18.3592	11.7697	12.0699	11.3389	11.2543	15.0601	10.2593	9.89163	6.99132	15.6062	17.7663	19.9368	16.1016	11.8387	11.4916	11.8304	10.7215	8.81481	16.9263	20.0774	19.3195	12.0597	22.2656	20.8876
FBgn0005278	206.669	277.58	182.164	181.514	209.063	203.968	254.349	162.928	143.499	129.693	349.603	396.622	405.088	198.672	294.291	110.771	91.1964	73.3966	64.729	60.2436	88.6178	84.6712	94.1227	93.7579	97.3979	83.5947	93.3662	212.492	248.711	241.773
FBgn0031228	134.017	137.616	228.446	167.84	180.024	269.52	194.601	185.405	228.56	243.656	307.672	346.639	359.981	386.75	345.485	231.033	144.02	170.881	145.568	166.397	155.888	237.709	477.481	433.601	444.009	318.833	189.962	311.412	196.794	160.292
FBgn0031229	59.4992	60.1163	83.877	70.0676	61.2033	48.0914	47.6274	18.4188	18.8968	11.246	11.0541	14.0971	19.3606	20.7328	18.1848	20.8983	23.6496	34.563	36.292	35.0625	30.9282	23.1319	16.3184	12.2185	12.039	12.2213	10.8458	22.24	51.5935	48.2736
FBgn0031219	0.0610263	0.0669316	0.219925	0.420755	0.493506	1.02667	2.08387	0.708554	3.67129	6.6244	1.36787	1.25942	1.93732	2.4191	4.44102	3.24224	2.07482	1.42529	1.324	0.809879	1.24161	1.71806	0.895668	0.976517	0.707522	0.965466	0.936485	0.141924	0.304574	0.345638
FBgn0031220	0.100087	0.284733	0.467085	3.63041	7.51561	22.5589	42.5692	12.4437	6.77707	2.15562	1.76662	2.82332	2.93608	4.13348	6.97468	14.5642	50.4838	97.9379	84.4267	37.8369	40.2049	42.3619	5.73931	2.8462	15.1706	17.8442	18.0495	7.13551	7.16373	9.59333
FBgn0025683	15.3367	3.85166	5.49303	39.1873	87.567	186.702	224.659	146.238	139.479	170.753	212.877	253.692	97.3179	102.707	76.0936	95.8539	123.879	156.194	185.776	316.878	153.422	107.947	85.1567	126.745	190.212	158.611	137.186	125.35	100.615	92.3923
FBgn0001142	235.595	73.0225	31.6195	81.3114	112.625	226.399	180.229	239.17	243.591	161.704	118.06	120.498	124.987	183.229	225.77	220.865	499.845	716.309	864.593	266.247	205.326	174.467	160.877	103.422	101.525	77.7373	93.3382	120.085	141.597	143.009
FBgn0051976	0	0.0272928	0.0708063	0.0560882	0.222084	0.189156	0.0699185	0.0380914	0.0660479	0.148498	0.322447	0.212478	0.146108	0.158216	0.027232	0.145779	0.319408	0.881149	1.35704	0.316877	0.309141	0.475694	0.352405	0.319277	0.632636	0.609765	0.544543	0.0897334	0.0712939	0.211062
FBgn0051975	0	0.119617	0.416357	0.535436	0.297075	0.297151	0.245123	0.228001	0.580693	0.696427	5.41993	6.16574	9.21834	13.6061	6.38609	1.90314	0.336247	0.422155	1.58968	0.374513	0.2267	0.0579268	1.94267e-07	4.77664e-07	1.19706	1.30373	1.35314	1.26287	0.924419	2.12137
FBgn0051974	0.0123235	0.315534	1.83331	3.0807	1.88916	1.17934	2.05321	1.6577	2.87665	3.88168	12.9765	16.1275	60.6943	96.2044	55.5705	16.5951	3.71358	6.13482	20.1167	4.99165	3.82736	5.71542	6.0022	16.4558	39.6149	37.7325	37.0937	28.1015	21.0851	26.7663
FBgn0031224	28.0795	15.9445	36.5091	39.954	34.4084	36.8524	26.853	24.7745	21.2648	18.8501	16.1619	16.2843	25.9089	21.5997	19.1373	25.6014	25.6918	26.0414	23.7709	29.6895	31.7117	24.4512	17.7366	15.0099	19.5096	20.491	23.5789	22.3382	20.2014	21.6536
FBgn0259818	0.33205	1.87026	3.18216	2.8642	2.02077	1.54484	1.7527	1.96694	3.10931	2.02299	1.15841	1.23491	1.67655	2.14405	1.26378	0.893273	1.31492	1.37455	1.60852	2.42283	2.85176	2.82303	2.7679	2.50581	1.79945	2.70221	2.86654	1.0022	1.02054	1.05669
FBgn0031227	7.6662	7.23505	6.86519	5.70365	6.63653	5.46261	8.38918	2.17248	2.94493	1.41878	2.15635	3.4312	5.32286	6.11937	3.80815	2.00843	3.09284	3.90448	3.8876	3.56159	4.06249	3.79474	2.16564	1.17358	2.46036	2.34039	1.5972	2.52824	9.19281	6.56017
FBgn0053635	12.4566	9.02934	11.6451	7.42244	8.39296	7.41632	10.2219	3.53229	5.05468	2.50712	2.65639	4.95106	3.3463	8.07771	5.73338	6.95527	8.79904	11.1475	10.0141	8.75313	8.99606	7.28666	3.89567	2.50523	4.5901	4.93916	3.49191	2.94872	11.2248	11.4956
FBgn0016977	18.6655	29.4508	28.7611	35.7039	36.4476	9.09631	33.0266	24.6983	23.4524	20.9299	26.4451	27.5549	14.3328	8.23709	8.39248	3.62296	15.625	17.9053	19.8568	20.5416	25.8425	21.155	10.0561	7.60905	12.7832	12.8936	12.9306	12.5385	18.5638	20.2314
FBgn0031231	98.8126	39.6888	18.0108	16.9223	28.7551	82.0457	59.3342	66.3238	60.9361	48.9245	43.0664	38.4089	70.2772	86.8116	65.311	29.6835	21.7059	25.3909	19.9147	17.0114	18.9019	35.0114	44.4691	26.2148	34.9529	33.9049	32.9824	51.6692	66.6638	73.6304
FBgn0031232	0.184974	0.332745	0.366235	0.457318	0.488298	1.40682	4.51138	13.8864	19.4865	10.8732	5.47176	8.12189	3.74694	5.0408	4.83699	2.38557	1.02356	0.41495	0.297051	0.607256	0.468778	6.51581	31.1632	9.0469	13.9719	12.9593	8.4471	8.58535	3.12255	1.29529
FBgn0031233	34.8807	25.7657	11.1067	10.4288	13.94	10.8767	12.9478	10.2266	11.1235	7.70523	14.2876	15.2127	5.43726	5.47147	5.05816	7.71347	12.4485	17.5416	18.7414	9.06777	11.1541	9.33576	7.00592	5.46456	8.04103	8.89781	8.98219	11.0306	22.3121	22.4726
FBgn0086902	64.4748	93.9384	105.229	98.2837	73.3166	24.1043	60.4736	36.4933	29.1316	18.2179	35.8205	32.9813	17.8006	17.9689	14.2612	11.7805	33.8645	43.888	43.3079	40.9659	68.8665	57.5106	21.6568	10.808	18.1276	20.5453	21.3669	31.3325	64.815	60.1787
FBgn0031235	0.0157937	0.0349371	0.0859429	0.105158	0.112029	0.0368321	0.0487062	0.0535433	0.0125472	0.040285	0	0.023092	0.0361066	0	0.101925	1.76313	4.89171	7.03702	4.96868	10.3851	16.1699	19.2152	18.3443	9.53097	22.4592	27.4956	20.6166	0.0110217	0.0509224	0.0894366
FBgn0262252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0022246	8.84015	11.318	15.8209	20.9903	19.4512	20.0631	16.8738	8.10466	6.74329	4.0697	5.19983	5.71166	13.1167	11.3494	8.28873	8.55642	8.96234	13.4331	9.58251	11.6776	11.0202	8.07484	5.42054	3.89439	3.16858	3.31944	3.78862	11.0622	15.0525	16.7286
FBgn0031238	31.3232	23.5387	33.2259	27.0051	20.3998	20.6113	18.7723	15.5925	13.2919	13.0759	12.4936	11.6217	20.1124	15.4723	12.258	6.56032	8.60832	9.31505	8.15532	8.39548	10.4018	11.0138	8.20185	5.22275	6.85541	8.57825	10.6072	14.3324	18.6439	20.8778
FBgn0031239	0.0328222	0.530604	0.953399	1.04943	0.907248	1.48349	4.17654	5.8866	5.21108	4.25913	3.81091	4.77547	3.01582	0.946702	0.41996	0.449148	1.13562	1.3981	1.93318	2.05778	3.43882	7.03107	2.0771	1.63087	2.36576	3.02053	2.58968	0.75181	0.334193	0.531485
FBgn0031240	0.025429	0.275632	0.652721	0.52709	0.431157	0.132026	0.348116	0.350678	0.343005	0.2907	0.220025	0.254192	0.226149	0.138232	0.27313	5.40623	11.3423	15.5388	14.3169	25.5914	40.5874	51.7325	57.3864	44.3683	79.2994	95.9286	103.647	0.183444	0.119374	0.182349
FBgn0086912	54.9015	69.1841	40.411	57.7905	56.9486	42.8874	37.2781	21.8527	22.2321	12.6836	43.7141	36.8138	37.1343	16.1398	9.79895	6.54107	7.23251	7.85394	6.03553	6.90038	6.37031	9.0119	3.52469	3.74104	3.11197	3.30298	3.56454	26.0829	54.0109	53.8146
FBgn0086856	53.6744	55.3823	44.0588	39.8866	46.9536	32.2723	48.3462	22.1739	21.6567	13.3934	21.9781	23.875	34.7019	28.6969	18.253	12.0478	11.8863	15.7804	14.7483	12.2708	11.9684	14.9923	11.6093	5.92844	9.11284	7.46764	6.93782	19.9577	44.5666	37.5811
FBgn0086855	70.9195	28.1598	59.0269	50.0218	37.5177	28.0583	26.0995	12.054	9.5265	5.85373	4.69077	5.27121	9.26213	8.11498	6.46926	9.59405	14.6048	19.4711	17.4595	21.0452	23.6535	14.108	6.44061	4.2496	7.26679	9.79086	10.0178	18.1531	47.8083	48.3064
FBgn0003444	25.2804	52.5268	41.6345	22.6034	22.8656	13.1767	18.2092	8.57464	7.7554	3.86253	9.42568	9.9349	3.83131	3.28588	3.41382	5.06515	8.10076	11.45	12.1191	9.84963	12.9557	6.57728	2.8044	1.70517	2.98225	2.93654	2.68958	7.15958	17.436	16.965
FBgn0031244	28.2122	21.8673	14.2305	8.36416	11.8699	21.6948	21.7605	21.4479	16.3856	11.1625	11.9324	13.6234	20.6527	19.7127	14.7761	10.2885	10.0936	16.1742	15.5072	15.0426	17.3801	21.7405	15.5318	18.9076	28.5458	38.3701	44.8301	20.7784	23.1887	25.9938
FBgn0031245	12.4929	37.881	105.318	152.315	201.627	204.759	193.68	78.2939	70.1503	66.9805	55.6658	63.4427	66.4033	77.2587	77.354	96.4379	64.7693	65.9437	110.026	89.2393	97.6072	69.9128	60.2414	38.2615	71.8683	78.1392	71.3844	51.4068	41.5042	42.255
FBgn0025686	0.0512085	0.469885	0.293872	1.72218	4.98952	7.16076	10.1752	10.0967	14.1705	13.9693	9.33134	10.6087	6.14695	5.56625	8.88468	3.43604	4.15839	9.32659	12.9952	8.73518	6.24632	2.00967	2.43498	2.47512	5.3209	3.28814	0.796877	2.42151	2.09816	0.985833
FBgn0031247	54.267	36.6643	18.9818	13.5456	18.231	24.5171	25.6696	24.9336	22.354	15.6928	12.3763	12.4667	24.1432	39.4561	34.3394	22.416	28.7702	33.5348	24.2954	33.5331	44.6542	72.5808	85.2691	79.925	135.496	177.103	190.805	24.9039	37.0025	37.0506
FBgn0017457	130.167	223	180.994	140.112	122.842	106.958	74.1377	70.2116	51.6851	29.4805	60.5015	49.5121	34.825	27.3816	20.542	23.62	30.9567	38.642	39.4239	41.2465	49.0366	30.7808	19.3389	18.2508	19.0136	29.3733	33.6888	37.0151	65.9844	67.9629
FBgn0024352	194.87	33.4047	52.7135	70.0309	77.2513	71.671	66.9571	32.287	29.2936	24.4806	34.765	37.8983	88.9932	80.7264	62.4623	48.4043	77.305	120.215	114.844	107.109	106.976	82.8488	46.7385	38.5297	37.8338	46.2813	39.938	80.6485	177.666	167.187
FBgn0020622	43.6903	4.43907	7.25316	8.35046	9.11366	11.4564	12.5806	7.30655	8.67717	7.45059	10.36	11.0774	15.0928	12.0916	12.9298	7.83518	16.8065	21.4672	30.9445	17.7273	17.1339	14.1681	10.0301	6.3599	8.64489	8.31427	7.98716	22.0805	41.7029	42.908
FBgn0004611	29.7474	13.148	8.16486	7.55937	11.7155	11.4772	19.5089	17.5697	16.3933	15.4704	23.0362	25.8177	16.8044	8.75453	7.41096	5.78364	10.2296	14.3229	21.6238	17.3942	13.356	14.1003	14.0974	19.02	13.9564	14.1573	15.1156	17.1347	23.7686	24.6508
FBgn0051920	0.01325	0.0145322	0.0295168	0.12261	0.0533922	0.0206344	0.0987485	0.045092	0.0962583	0.0912792	0.130284	0.0982795	0.162729	0.0562816	0.288935	3.87559	10.1665	13.8432	14.1992	26.805	41.8155	54.0658	65.2803	54.2306	109.591	131.86	134.262	0.217737	0.0705938	0.103602
FBgn0031248	0	0	0.0871235	0.177975	0.191247	0.189239	0.297101	0.43942	2.6126	16.1889	18.7167	23.3524	25.1861	51.0628	56.6308	958.998	1414.93	1908.31	1326.9	3.71019	2.77774	1.00259	21.9841	200.438	19.3003	27.9159	27.77	52.7833	47.9809	86.5187
FBgn0031249	0.146856	0.133206	0.078912	0.241705	0.444361	0.702443	0.776883	4.43867	19.0255	126.378	427.924	467.359	250.735	245.786	88.5378	1015.09	290.954	76.6097	4.42718	0.866236	0.652919	0.99206	0.409194	13.1291	117.525	259.156	274.912	297.664	222.398	343.151
FBgn0053127	0.142584	0.0259	0.0255651	0.0978709	0.191822	0.553079	1.3066	11.5485	38.5087	79.8912	127.699	123.167	129.165	116.137	67.243	87.8258	12.1894	3.19721	1.15793	1.038	0.471397	0.675194	1.04031	29.6851	76.2055	84.4594	107.509	110.683	48.0095	66.7127
FBgn0045202	0	0.02313	0.0798256	0.069823	0.0213397	0	0.129431	0.143597	0.10076	0.0535442	0.0759373	0.0606585	0.048271	0.0250899	0.0818596	3.10934	9.52524	13.9495	13.2967	24.2786	38.6122	57.565	67.7661	52.0241	100.571	111.054	119.372	0.17681	0.0677034	0.143543
FBgn0051921	0	0.0196367	0.130053	0.0809511	0.098024	0	0.0762954	0.103573	0.0764688	0.0825992	0.0541076	0.0787396	0.0801389	0.0158688	0.158096	2.08743	5.85988	8.28803	7.97318	14.9228	22.0024	30.0238	35.4396	23.1633	52.5657	59.4177	53.9029	0.097858	0.0379517	0.0694375
FBgn0031250	31.2773	14.6035	43.3503	37.1476	39.0224	52.0933	58.7612	40.5791	35.8446	28.6204	16.6029	22.4583	14.724	13.0483	14.5015	34.2058	46.9955	61.3055	67.1072	48.4165	35.2654	26.6857	36.5494	18.1355	28.9973	23.6642	24.3487	27.8025	28.6939	30.9621
FBgn0000061	0.164235	0.483732	1.21369	9.98252	14.9393	19.8364	25.9285	21.5793	13.8115	19.3396	12.572	12.6703	11.3285	8.60002	3.8883	4.70378	8.51686	13.6955	10.5282	11.4723	15.9486	6.2277	1.63413	3.28158	0.694953	0.350947	0.510158	0.736951	0.151962	0.159409
FBgn0031251	0.0267229	0.462967	0.749176	1.07611	2.68816	6.38179	11.92	5.98535	7.69864	8.01421	5.24372	6.99673	4.26497	4.47341	7.41687	9.00798	13.7924	16.7267	51.2474	14.983	15.1384	10.6117	17.0223	12.6637	25.0569	21.2569	17.674	9.54457	3.18395	2.10759
FBgn0003278	9.74953	10.2755	18.0338	21.8321	23.2226	15.9325	21.5093	9.32803	7.66967	6.43382	15.1661	15.834	27.0711	12.4289	7.26059	3.72327	4.48573	5.49918	4.57248	4.00716	4.21745	4.01051	2.98143	2.45857	1.84306	1.8326	2.32426	13.046	17.0313	15.6374
FBgn0015567	78.2467	13.8296	30.8606	42.4567	44.9594	44.8666	50.384	31.9732	27.4187	23.6448	21.8273	25.0056	27.5823	27.0918	19.8339	24.5171	39.7897	48.9457	54.7575	42.6085	46.5344	41.7427	34.9286	22.5986	25.0384	20.3204	18.0702	38.0889	63.3129	59.4048
FBgn0023444	100.749	112.93	47.539	44.6214	47.7703	31.3635	37.8739	32.5071	26.3254	17.5009	22.7343	29.0236	18.6854	16.2487	11.3943	14.4783	21.0439	24.3296	25.3508	24.0781	28.8012	16.6423	10.9373	10.0771	10.5594	12.0468	13.6818	30.2083	59.8564	56.8526
FBgn0031252	64.5148	70.5672	82.1107	47.0654	30.9917	17.001	8.32812	5.07542	3.7771	2.33789	1.39255	2.14854	5.45032	6.0931	3.82883	5.59755	5.80052	6.37154	6.52499	8.26361	6.28805	1.51503	0.677414	1.77406	0.546191	0.496144	0.381156	12.8026	30.7592	32.9976
FBgn0002593	2248.43	3424.28	3819.7	3854.25	4177.12	4565.9	3741.24	4214.1	3902.84	3675.91	4071.83	3744.42	5159.15	4353.57	3570.13	3273.14	2999.16	3231.27	2854.5	2505.05	2228.84	1946.77	1545.64	1718.17	1316.47	1504.6	1931.48	3350.07	3144.4	3176.4
FBgn0031253	75.413	68.7952	76.1938	45.7672	40.6866	39.6105	29.5921	19.3031	10.2224	5.74765	10.1797	8.63745	40.6925	35.9972	22.6461	34.5717	58.9135	87.6321	76.2415	51.6509	54.0504	45.232	36.0986	45.679	48.2993	64.2396	77.6116	40.3091	49.0511	57.5619
FBgn0031254	0	0.102526	0.613003	0.745879	1.22513	1.29028	1.83892	1.10412	2.47805	1.53215	1.21597	1.06636	0.861617	0.705106	0.831321	1.22041	1.40288	1.47302	1.44419	0.735957	1.64969	2.06057	1.30685	0.726376	0.784154	1.07296	1.38411	0.411538	0.459548	0.50243
FBgn0031255	0.0388832	0.720572	1.94052	1.42921	1.46007	2.06693	2.0535	2.55574	1.92458	1.35984	0.808087	0.679284	0.661836	0.428011	0.284237	0.73409	0.903099	0.883715	0.757913	0.654079	1.94479	1.30819	0.637383	0.537708	0.548927	0.700294	1.45881	0.199019	0.0698632	0.117421
FBgn0004583	2.45417	7.20983	15.3003	27.4382	33.673	19.1727	30.6976	16.2809	11.4447	13.2483	8.68786	9.52046	6.88745	7.61662	4.29207	7.67341	16.7686	21.4428	21.5891	14.9791	37.8611	19.6103	9.16	3.45172	6.34091	6.30821	5.43816	5.60304	5.09442	5.02762
FBgn0015924	99.9459	19.2879	34.7613	45.8289	36.2539	25.3301	26.6241	14.1914	16.4875	11.8857	7.75367	10.9833	14.9104	19.4763	21.2985	45.6657	62.1507	93.1528	116.15	148.19	86.5348	49.8401	45.6435	27.8326	42.0331	35.5377	35.6227	51.9133	84.9249	80.5981
FBgn0031256	64.7337	97.7907	77.9535	87.9484	87.3185	92.6087	78.1765	50.6438	41.9258	29.9094	22.5262	20.2351	36.1022	73.4274	46.9379	30.2286	35.592	40.6012	53.0861	28.4493	41.8854	36.8516	19.5844	14.7969	31.5019	33.4947	33.4337	29.1011	46.1619	51.0332
FBgn0262510	4.24958	8.45839	4.58425	4.36263	8.09256	6.67396	5.43745	1.68298	2.40214	1.00895	1.4307	0.512493	1.18817	4.29595	5.28985	2.90087	2.11012	3.3905	2.18113	3.02629	1.63159	2.39471	0.453263	0.612008	1.34954	3.88856	0.319358	0.826569	3.89979	4.82123
FBgn0031257	0.831907	10.9381	13.9	19.8079	20.8257	33.3569	31.4882	32.3836	24.5681	19.1803	9.27084	9.44844	9.67853	3.5253	1.33262	2.1281	3.63644	4.27648	5.03256	8.10362	8.97927	10.7391	7.78222	4.32328	3.80654	4.66052	6.94847	2.33948	0.733333	0.950707
FBgn0031258	0.444882	0.412559	0.11913	0.446889	0.821142	2.12837	6.37998	5.95146	6.38373	4.72666	2.77572	3.48343	2.40308	2.58144	2.14727	2.58391	3.49657	2.10343	2.72739	1.02048	1.28992	2.21616	3.6262	2.82918	5.57309	6.5356	8.27218	2.3645	1.8289	2.2481
FBgn0027592	44.8015	69.0864	56.9525	52.7944	46.0088	34.027	34.2789	26.6852	19.5313	11.772	26.9039	21.497	10.0456	9.58196	7.84301	10.4083	15.7914	20.6034	19.9145	20.2207	29.2626	18.3227	10.7763	8.27347	10.5152	14.7535	16.4275	15.414	25.2211	25.2915
FBgn0043364	22.9812	1.64421	4.99593	19.5261	55.708	29.7851	42.9593	26.1625	60.9087	102.638	59.5675	64.2241	28.0402	26.3773	21.5491	21.518	35.4128	60.8535	22.5255	46.4421	12.2899	14.2986	16.0856	24.8169	24.1129	28.6787	25.5469	24.5682	33.9883	31.9484
FBgn0003963	7.81971	14.8216	44.6284	35.4026	29.0921	20.2359	25.7498	20.0174	13.9813	11.5219	8.14908	8.00079	7.17272	4.35758	4.92317	5.25954	6.89608	9.68655	12.7934	14.6268	15.6025	8.4754	3.52765	3.89213	3.04133	3.04394	3.76593	6.59534	8.41223	8.10146
FBgn0010602	265.367	441.846	529.03	419.977	333.568	241.974	188.442	151.498	130.006	111.577	137.669	122.108	93.9486	93.249	70.6039	93.2326	117.698	140.602	153.114	149.13	179.591	110.466	70.558	62.6313	55.1973	58.8867	59.3149	92.2696	126.273	136.878
FBgn0031260	103.054	157.228	168.553	202.734	233.402	303.787	243.845	248.819	148.616	74.6772	57.2032	50.5651	116.69	225.082	156.64	103.214	90.9057	92.8448	106.294	47.8697	79.6323	84.269	41.4528	58.5793	101.043	113.026	160.629	97.4315	114.064	111.632
FBgn0031261	0.224874	1.69857	3.56349	15.0423	15.8032	24.2	19.6321	14.9902	9.99124	20.1699	19.7731	16.2801	12.9961	9.00045	14.1278	16.4583	18.6663	13.916	19.5539	15.2725	11.0591	4.08561	7.91184	26.8338	28.2074	20.6257	18.311	22.9443	7.24054	5.03285
FBgn0005660	0.052372	0.732801	0.412562	0.458439	0.793944	2.15039	2.56384	6.8114	5.24519	5.1584	4.53864	3.88521	3.07419	0.90624	0.965926	0.673007	1.11211	1.28859	3.48522	5.75222	4.52347	3.14361	1.193	4.43804	1.28312	2.13512	5.19076	1.05137	0.356635	0.784202
FBgn0260933	0.368526	0.426693	0.641992	1.60364	2.91204	4.62154	4.36633	2.91551	1.85406	1.66927	1.07764	1.33043	1.39801	0.722324	0.598508	0.698057	1.26179	1.46096	1.52606	2.25634	4.23225	3.74621	1.55211	1.88483	2.19153	3.07976	3.62792	0.773098	0.422966	0.614084
FBgn0031263	177.629	14.2882	6.73659	5.20228	8.44472	25.9596	17.465	20.1742	23.7834	48.165	71.5861	79.2004	85.0208	100.68	162.207	213.032	155.635	140.014	86.1588	135.019	98.6022	76.8453	56.8415	153.54	100.256	145.097	179.961	150.86	142.227	188.308
FBgn0031264	0.0669349	0.412885	0.377432	0.260179	0.0936352	0.0651625	0.0624848	0.0777026	0.0796632	0.0573963	0.0931041	0.0251005	0.465593	4.42254	81.0948	55.0806	46.6445	60.5866	57.9237	17.9398	142.261	385.924	198.147	34.313	18.6397	11.8385	7.83423	9.85989	1.55013	1.34522
FBgn0031265	6.86881	6.07028	11.5588	14.7346	13.8814	15.9935	14.0702	10.2389	9.02338	8.03674	10.11	9.74222	21.9299	18.2263	16.0923	10.1922	11.5265	11.1087	9.7157	10.7632	15.3681	16.0443	13.2542	13.2701	22.1511	29.2159	29.112	13.012	16.729	16.1842
FBgn0021874	11.1354	17.3941	47.0764	48.9085	46.3802	57.189	30.9849	22.8077	16.0072	14.4348	30.224	24.7809	64.8264	28.5933	17.5401	9.30578	10.0771	10.5917	9.16198	9.77821	11.2637	8.18379	5.14733	7.63366	6.22954	7.48864	8.39583	26.0055	22.7999	24.7841
FBgn0031266	45.2155	77.2645	100.213	69.0463	61.8731	48.3663	43.0813	34.5017	25.2678	14.5574	24.0061	22.1457	18.9086	16.7002	14.3881	14.3798	18.8186	20.3702	22.0617	21.8196	30.4764	20.2663	10.5897	7.96736	10.8718	11.7811	13.835	23.0097	29.6835	30.2916
FBgn0031267	61.0104	6.0366	9.14444	9.24011	7.53003	7.2853	6.13356	4.51527	4.57151	5.04856	7.24915	7.8481	9.22287	10.2579	9.05392	12.6051	21.1422	49.1806	22.4753	22.2018	18.826	10.7356	5.25911	5.46317	6.29897	6.28916	8.63716	18.2029	39.8872	41.7699
FBgn0031268	56.4501	39.458	57.5377	75.4926	104.541	189.114	146.464	69.2386	52.477	44.6448	28.5008	37.0352	26.5905	20.417	16.4266	23.079	31.9993	62.1588	53.4178	36.5694	54.9969	44.4706	50.1936	11.6605	13.1306	13.7628	16.5812	18.803	37.2955	37.0445
FBgn0013323	0.0229512	0.111156	0.16624	0.185733	0.164732	0.529079	0.630051	0.835165	0.570137	0.706334	0.152735	0.278568	1.04202	0.667517	0.253255	0.746186	1.35497	2.535	2.96727	41.0574	30.847	33.6966	7.60093	2.01657	2.35534	3.75225	4.56751	0.792423	0.746093	0.738549
FBgn0023489	0.0111996	0.149928	0.0797619	0.159418	0.250291	0.339932	0.333413	0.255674	0.266715	0.201021	0.192511	0.232889	0.204872	0.0876217	0	0.0605105	0.0662487	0.177819	0.124712	0.689956	1.68023	2.33884	2.37912	3.49611	4.57617	4.30857	6.57044	3.22086	0.88307	0.925791
FBgn0010323	1.04027	2.61363	3.91293	3.79553	3.02053	2.4702	1.73263	1.5248	1.32484	1.44967	1.08553	0.937825	0.822349	0.345849	0.217041	0.109408	0.210784	0.379292	0.242932	0.51957	0.392855	0.351057	0.130593	0.206061	0.198456	0.27126	0.329684	0.256068	0.407473	0.351942
